Player,Nation,Pos,Squad,Comp,Age,Min,MP,Gls,Ast,G+A,G-PK,PK,xG,xAG,npxG,npxG+xAG,PrgC,PrgP,PrgR,CrdY,CrdR,Gls/90,Ast/90,xG/90,market_value_eur_M,over_xG,cluster,cluster_label,GA_pred_lr,GA_pred_rf,xG_diff
Sidiki Cherif,fr FRA,FW,Angers,fr Ligue 1,17.0,324,7,0,0,0,0,0,0.7,0.2,0.7,0.9,8,3,16,0,0,0.0,0.0,0.194,26.8,0,0,Mediocampista Creativo,0.65,0.19,-0.7
Rayan Cherki,fr FRA,FW,Lyon,fr Ligue 1,20.0,2041,30,8,11,19,8,0,5.0,11.1,5.0,16.1,106,206,184,3,0,0.352,0.485,0.22,138.8,1,1,Delantero Goleador,16.46,16.71,3.0
Fabio Chiarodia,it ITA,DF,Gladbach,de Bundesliga,19.0,379,16,1,0,1,1,0,0.3,0.4,0.3,0.7,1,10,1,0,0,0.238,0.0,0.071,16.0,1,0,Mediocampista Creativo,0.39,0.84,0.7
Julián Chicco,ar ARG,MF,Leganés,es La Liga,26.0,302,14,0,1,1,0,0,0.5,0.2,0.5,0.6,8,16,7,0,0,0.0,0.294,0.147,21.6,0,0,Mediocampista Creativo,0.46,0.67,-0.5
Federico Chiesa,it ITA,FW,Liverpool,eng Premier League,26.0,108,6,0,0,0,0,0,0.3,0.2,0.3,0.5,3,3,7,0,0,0.0,0.0,0.25,25.8,0,0,Mediocampista Creativo,0.2,0.02,-0.3
Ben Chilwell,eng ENG,DF,Crystal Palace,eng Premier League,27.0,259,8,1,0,1,1,0,0.2,0.8,0.2,1.0,5,8,15,1,0,0.345,0.0,0.069,15.8,1,0,Mediocampista Creativo,0.68,1.15,0.8
Chiquinho,pt POR,MF,Mallorca,es La Liga,24.0,146,8,0,0,0,0,0,0.3,0.0,0.3,0.3,4,1,12,2,0,0.0,0.0,0.187,18.5,0,0,Mediocampista Creativo,0.01,0.03,-0.3
Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,27.0,2348,30,0,2,2,0,0,0.5,1.8,0.5,2.2,16,170,25,6,0,0.0,0.077,0.019,24.3,0,1,Delantero Goleador,2.28,1.95,-0.5
Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,22.0,1892,26,1,0,1,1,0,1.3,0.5,1.3,1.7,20,80,35,5,0,0.048,0.0,0.062,25.7,0,1,Delantero Goleador,1.75,1.16,-0.3
Hamza Choudhury,bd BAN,MF,Leicester City,eng Premier League,26.0,131,4,0,0,0,0,0,0.0,0.4,0.0,0.4,4,3,6,0,0,0.0,0.0,0.0,18.0,0,0,Mediocampista Creativo,0.07,0.17,0.0
Andreas Christensen,dk DEN,DF,Barcelona,es La Liga,28.0,254,5,0,0,0,0,0,0.0,0.0,0.0,0.1,1,15,1,3,0,0.0,0.0,0.0,12.0,0,0,Mediocampista Creativo,-0.3,0.03,0.0
Ryan Christie,sct SCO,MF,Bournemouth,eng Premier League,29.0,2117,29,2,3,5,2,0,1.8,3.5,1.8,5.4,34,137,44,9,0,0.085,0.128,0.077,40.1,1,1,Delantero Goleador,5.32,4.83,0.2
Carney Chukwuemeka,eng ENG,MF,Dortmund,de Bundesliga,20.0,253,10,1,0,1,1,0,0.6,0.9,0.6,1.5,15,18,24,1,0,0.357,0.0,0.214,24.5,1,0,Mediocampista Creativo,1.27,0.97,0.4
Samuel Chukwueze,ng NGA,FW,Milan,it Serie A,25.0,925,26,3,2,5,3,0,2.7,3.0,2.7,5.7,48,36,116,0,0,0.291,0.194,0.262,61.7,1,0,Mediocampista Creativo,5.69,4.92,0.3
Alessandro Circati,au AUS,DF,Parma,it Serie A,20.0,540,6,0,0,0,0,0,0.3,0.0,0.3,0.3,1,10,0,1,0,0.0,0.0,0.05,12.4,0,0,Mediocampista Creativo,0.0,0.02,-0.3
Pathé Ciss,sn SEN,MF,Rayo Vallecano,es La Liga,30.0,2140,33,4,1,5,4,0,1.8,1.1,1.7,2.8,19,128,12,12,0,0.168,0.042,0.076,45.5,1,1,Delantero Goleador,2.95,3.96,2.2
Djaoui Cissé,fr FRA,MF,Rennes,fr Ligue 1,20.0,1121,14,1,0,1,1,0,0.4,0.2,0.4,0.7,16,84,14,4,0,0.08,0.0,0.032,24.1,1,0,Mediocampista Creativo,0.49,0.72,0.6
Seydouba Cissé,gn GUI,MF,Leganés,es La Liga,23.0,2435,34,3,1,4,3,0,3.0,1.0,3.0,4.0,26,110,42,3,1,0.111,0.037,0.111,42.3,0,1,Delantero Goleador,4.14,4.02,0.0
Patrick Ciurria,it ITA,MF,Monza,it Serie A,29.0,1111,21,1,1,2,1,0,0.8,2.3,0.8,3.1,19,27,52,1,0,0.081,0.081,0.065,27.5,1,0,Mediocampista Creativo,2.84,2.51,0.2
Harry Clarke,eng ENG,DF,Ipswich Town,eng Premier League,23.0,379,7,0,0,0,0,0,0.1,0.0,0.1,0.1,5,14,2,3,1,0.0,0.0,0.024,12.1,0,0,Mediocampista Creativo,-0.19,0.0,-0.1
Jack Clarke,eng ENG,FW,Ipswich Town,eng Premier League,23.0,1181,32,0,4,4,0,0,1.2,2.3,1.2,3.5,39,44,57,2,0,0.0,0.305,0.092,43.0,0,0,Mediocampista Creativo,3.38,3.69,-1.2
Alexis Claude-Maurice,fr FRA,MF,Augsburg,de Bundesliga,26.0,2109,28,9,2,11,9,0,4.7,1.2,4.7,5.9,59,61,102,4,0,0.385,0.085,0.201,80.5,1,1,Delantero Goleador,6.2,9.15,4.3
Jonathan Clauss,fr FRA,DF,Nice,fr Ligue 1,31.0,2303,28,3,8,11,3,0,2.2,7.7,2.2,9.9,53,105,160,7,0,0.117,0.312,0.086,39.8,1,1,Delantero Goleador,9.77,9.87,0.8
Silvi Clúa,es ESP,MF,Girona,es La Liga,19.0,163,4,0,0,0,0,0,0.0,0.0,0.0,0.1,4,3,3,0,0,0.0,0.0,0.0,18.0,0,0,Mediocampista Creativo,-0.31,0.0,0.0
Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,33.0,483,13,0,0,0,0,0,0.0,0.3,0.0,0.3,6,7,8,1,0,0.0,0.0,0.0,12.0,0,0,Mediocampista Creativo,-0.02,0.14,0.0
Conor Coady,eng ENG,DF,Leicester City,eng Premier League,31.0,1714,22,1,0,1,1,0,0.4,0.1,0.4,0.5,3,32,0,3,0,0.053,0.0,0.021,16.1,1,0,Mediocampista Creativo,0.23,0.8,0.6
Marcus Coco,fr FRA,DF,Nantes,fr Ligue 1,28.0,951,20,0,1,1,0,0,0.1,1.2,0.1,1.3,12,34,40,3,2,0.0,0.094,0.009,13.9,0,0,Mediocampista Creativo,1.02,1.11,-0.1
Saúl Coco,gq EQG,DF,Torino,it Serie A,25.0,2845,32,2,0,2,2,0,1.2,0.0,1.2,1.2,17,70,3,10,0,0.063,0.0,0.038,20.6,1,1,Delantero Goleador,1.11,1.9,0.8
Séamus Coleman,ie IRL,DF,Everton,eng Premier League,35.0,215,5,0,0,0,0,0,0.6,0.0,0.6,0.6,1,11,7,1,0,0.0,0.0,0.25,12.7,0,0,Mediocampista Creativo,0.34,0.34,-0.6
Nathan Collins,ie IRL,DF,Brentford,eng Premier League,23.0,3420,38,2,3,5,2,0,2.5,1.8,2.5,4.3,32,127,18,5,0,0.053,0.079,0.066,27.6,0,1,Delantero Goleador,4.39,4.71,-0.5
Nnamdi Collins,de GER,DF,Eint Frankfurt,de Bundesliga,20.0,1489,24,1,1,2,1,0,0.8,1.0,0.8,1.8,30,63,42,4,0,0.061,0.061,0.048,18.4,1,0,Mediocampista Creativo,1.7,1.83,0.2
Toby Collyer,eng ENG,MF,Manchester Utd,eng Premier League,20.0,179,6,0,0,0,0,0,0.2,0.3,0.2,0.4,0,5,2,0,0,0.0,0.0,0.1,18.4,0,0,Mediocampista Creativo,0.18,0.19,-0.2
Lorenzo Colombo,it ITA,FW,Empoli,it Serie A,22.0,2233,37,6,2,8,5,1,5.9,2.9,5.1,8.0,27,48,116,5,1,0.242,0.081,0.238,92.2,1,1,Delantero Goleador,8.98,8.52,0.1
Andrea Colpani,it ITA,FW,Fiorentina,it Serie A,25.0,1432,24,2,1,3,2,0,2.7,1.3,2.7,3.9,37,57,129,1,0,0.126,0.063,0.17,50.5,0,0,Mediocampista Creativo,4.06,3.74,-0.7
Levi Colwill,eng ENG,DF,Chelsea,eng Premier League,21.0,3149,35,2,1,3,2,0,1.9,1.1,1.9,3.0,14,131,12,9,0,0.057,0.029,0.054,23.3,1,1,Delantero Goleador,3.02,2.72,0.1
Florinel Coman,ro ROU,FW,Cagliari,it Serie A,26.0,263,9,1,0,1,1,0,0.2,0.0,0.2,0.2,5,5,22,2,0,0.345,0.0,0.069,33.0,1,0,Mediocampista Creativo,-0.09,0.74,0.8
Kingsley Coman,fr FRA,FW,Bayern Munich,de Bundesliga,28.0,1282,28,5,4,9,5,0,4.3,3.3,4.3,7.6,66,45,215,0,0,0.352,0.282,0.303,88.2,1,1,Delantero Goleador,7.79,8.35,0.7
Eray Cömert,ch SUI,DF,Valladolid,es La Liga,26.0,1779,25,0,0,0,0,0,0.9,0.0,0.9,0.9,9,48,5,6,0,0.0,0.0,0.045,13.1,0,0,Mediocampista Creativo,0.73,0.34,-0.9
Santi Comesaña,es ESP,MF,Villarreal,es La Liga,27.0,2560,35,4,2,6,4,0,4.6,2.0,4.6,6.6,39,154,58,7,0,0.141,0.07,0.162,53.3,0,1,Delantero Goleador,6.96,6.15,-0.6
Pietro Comuzzo,it ITA,DF,Fiorentina,it Serie A,19.0,2110,32,1,0,1,1,0,0.5,0.6,0.5,1.1,14,75,12,5,0,0.043,0.0,0.021,16.2,1,1,Delantero Goleador,0.94,1.08,0.5
Francisco Conceição,pt POR,FW,Juventus,it Serie A,21.0,1340,26,3,3,6,3,0,2.3,4.3,2.3,6.6,95,35,143,5,1,0.201,0.201,0.154,64.5,1,1,Delantero Goleador,6.67,6.21,0.7
Tomás Conechny,ar ARG,FW,Alavés,es La Liga,26.0,847,22,1,0,1,1,0,2.4,0.3,2.4,2.7,14,23,61,8,0,0.106,0.0,0.255,38.5,0,0,Mediocampista Creativo,2.63,1.35,-1.4
Sirlord Conteh,de GER,FW,Heidenheim,de Bundesliga,28.0,892,29,1,1,2,1,0,2.1,2.6,2.1,4.7,29,19,75,2,0,0.101,0.101,0.212,41.5,0,0,Mediocampista Creativo,4.56,2.61,-1.1
Lewis Cook,eng ENG,MF,Bournemouth,eng Premier League,27.0,2978,36,1,3,4,1,0,0.9,4.1,0.9,5.1,33,158,52,8,1,0.03,0.091,0.027,33.1,1,1,Delantero Goleador,4.94,4.15,0.1
Copete,es ESP,DF,Mallorca,es La Liga,24.0,1528,25,0,0,0,0,0,0.5,0.0,0.5,0.5,10,47,2,6,0,0.0,0.0,0.029,12.6,0,0,Mediocampista Creativo,0.31,0.1,-0.5
Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,20.0,2927,34,2,0,2,2,0,0.7,0.1,0.7,0.8,4,48,3,10,0,0.062,0.0,0.022,20.0,1,1,Delantero Goleador,0.57,1.75,1.3
Francis Coquelin,fr FRA,MF,Nantes,fr Ligue 1,33.0,224,6,1,1,2,1,0,1.0,1.1,1.0,2.1,3,8,2,1,0,0.4,0.4,0.4,27.9,0,0,Mediocampista Creativo,1.82,1.67,0.0
Derek Cornelius,ca CAN,DF,Marseille,fr Ligue 1,26.0,1420,21,0,0,0,0,0,0.9,0.1,0.9,1.0,10,68,11,9,2,0.0,0.0,0.057,13.1,0,0,Mediocampista Creativo,0.88,0.47,-0.9
Maxwel Cornet,ci CIV,FW,Genoa,it Serie A,27.0,246,7,2,1,3,2,0,1.0,0.6,1.0,1.6,8,4,26,0,0,0.741,0.37,0.37,46.2,1,0,Mediocampista Creativo,1.36,2.39,1.0
Pierre Cornud,fr FRA,DF,Saint-Étienne,fr Ligue 1,27.0,576,11,0,0,0,0,0,0.0,0.3,0.0,0.3,11,19,17,2,0,0.0,0.0,0.0,12.0,0,0,Mediocampista Creativo,0.02,0.07,0.0
Ángel Correa,ar ARG,FW,Atlético Madrid,es La Liga,29.0,805,31,4,1,5,4,0,4.5,2.1,4.5,6.6,30,25,85,3,1,0.449,0.112,0.506,70.0,0,0,Mediocampista Creativo,6.69,5.36,-0.5
Joaquín Correa,ar ARG,FW,Inter,it Serie A,29.0,731,19,2,2,4,2,0,2.1,2.0,2.1,4.1,22,42,45,3,0,0.247,0.247,0.259,52.8,0,0,Mediocampista Creativo,4.0,3.39,-0.1
Thierry Correia,pt POR,DF,Valencia,es La Liga,25.0,768,11,0,0,0,0,0,0.3,0.3,0.3,0.6,16,44,48,1,0,0.0,0.0,0.035,12.4,0,0,Mediocampista Creativo,0.41,0.06,-0.3
Alberto costa,pt POR,DF,Juventus,it Serie A,20.0,357,9,0,1,1,0,0,0.6,0.2,0.6,0.8,8,8,25,3,0,0.0,0.25,0.15,14.5,0,0,Mediocampista Creativo,0.55,0.77,-0.6
Coba da Costa,es ESP,MF,Getafe,es La Liga,22.0,1006,19,1,1,2,1,0,1.1,1.4,1.1,2.6,46,16,83,4,0,0.089,0.089,0.098,28.1,0,0,Mediocampista Creativo,2.38,2.51,-0.1
Danny da Costa,de GER,DF,Mainz 05,de Bundesliga,31.0,2006,25,0,1,1,0,0,0.1,0.6,0.1,0.7,21,109,22,0,0,0.0,0.045,0.004,13.9,0,1,Delantero Goleador,0.6,0.93,-0.1
David Costa,pt POR,MF,Lens,fr Ligue 1,23.0,352,11,0,0,0,0,0,1.2,0.4,1.2,1.6,14,24,20,0,1,0.0,0.0,0.308,20.2,0,0,Mediocampista Creativo,1.44,1.02,-1.2
Logan Costa,cv CPV,DF,Villarreal,es La Liga,23.0,2587,32,2,1,3,2,0,0.7,0.6,0.7,1.3,25,116,10,3,0,0.07,0.035,0.024,21.8,1,1,Delantero Goleador,1.27,2.36,1.3
Logan Costa,cv CPV,DF,Toulouse,fr Ligue 1,23.0,90,1,0,0,0,0,0,0.0,0.5,0.0,0.5,1,4,1,0,0,0.0,0.0,0.0,12.0,0,0,Mediocampista Creativo,0.16,0.16,0.0
Samu Costa,pt POR,MF,Mallorca,es La Liga,23.0,2649,32,0,2,2,0,0,1.8,1.2,1.8,3.0,24,116,69,10,1,0.0,0.068,0.061,26.6,0,1,Delantero Goleador,3.03,2.07,-1.8
Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,31.0,1067,22,0,0,0,0,0,0.3,0.7,0.3,1.0,26,39,33,5,0,0.0,0.0,0.025,12.4,0,0,Mediocampista Creativo,0.82,0.09,-0.3
Lassana Coulibaly,ml MLI,MF,Lecce,it Serie A,28.0,2667,38,1,0,1,1,0,0.8,0.9,0.8,1.7,21,93,49,3,0,0.034,0.0,0.027,24.8,1,1,Delantero Goleador,1.6,1.24,0.2
Soumaïla Coulibaly,fr FRA,DF,Brest,fr Ligue 1,20.0,438,7,0,0,0,0,0,0.2,0.1,0.2,0.3,1,16,0,1,0,0.0,0.0,0.041,12.2,0,0,Mediocampista Creativo,0.01,0.08,-0.2
Tanguy Coulibaly,fr FRA,FW,Montpellier,fr Ligue 1,23.0,1485,25,3,0,3,3,0,3.5,1.3,3.5,4.8,48,20,97,4,2,0.182,0.0,0.212,56.2,0,0,Mediocampista Creativo,4.89,3.95,-0.5
Woyo Coulibaly,ml MLI,DF,Leicester City,eng Premier League,25.0,109,4,0,0,0,0,0,0.0,0.0,0.0,0.0,4,3,2,1,0,0.0,0.0,0.0,12.0,0,0,Mediocampista Creativo,-0.31,0.0,0.0
Woyo Coulibaly,ml MLI,DF,Parma,it Serie A,25.0,1084,14,0,1,1,0,0,0.1,0.9,0.1,1.1,36,41,23,1,1,0.0,0.083,0.008,13.9,0,0,Mediocampista Creativo,0.83,0.96,-0.1
Marius Courcoul,fr FRA,MF,Angers,fr Ligue 1,17.0,309,8,0,0,0,0,0,0.1,0.0,0.1,0.1,5,7,7,0,0,0.0,0.0,0.029,18.2,0,0,Mediocampista Creativo,-0.2,0.0,-0.1
Yan Couto,br BRA,DF,Dortmund,de Bundesliga,22.0,895,21,0,0,0,0,0,0.3,0.9,0.3,1.2,46,68,83,5,0,0.0,0.0,0.03,12.4,0,0,Mediocampista Creativo,1.14,0.27,-0.3
Nicolas Cozza,fr FRA,DF,Nantes,fr Ligue 1,25.0,2051,27,1,0,1,1,0,1.4,1.4,1.4,2.8,25,64,56,3,1,0.044,0.0,0.061,17.3,0,1,Delantero Goleador,2.7,1.48,-0.4
Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,34.0,824,18,0,0,0,0,0,0.2,1.3,0.2,1.6,6,36,4,3,0,0.0,0.0,0.022,12.2,0,0,Mediocampista Creativo,1.2,0.53,-0.2
Charlie Cresswell,eng ENG,DF,Toulouse,fr Ligue 1,21.0,2592,31,3,1,4,3,0,3.3,1.7,3.3,5.0,8,69,13,5,0,0.104,0.035,0.115,28.6,0,1,Delantero Goleador,4.98,3.91,-0.3
Bryan Cristante,it ITA,MF,Roma,it Serie A,29.0,2045,30,4,2,6,4,0,2.1,1.4,2.1,3.5,25,145,41,8,0,0.176,0.088,0.093,48.8,1,1,Delantero Goleador,3.62,5.09,1.9
Domen Črnigoj,si SVN,MF,Venezia,it Serie A,28.0,136,8,0,0,0,0,0,0.1,0.0,0.1,0.1,4,4,6,0,0,0.0,0.0,0.067,18.2,0,0,Mediocampista Creativo,-0.2,0.05,-0.1
Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,32.0,1492,25,0,0,0,0,0,0.1,0.0,0.1,0.2,9,53,12,4,0,0.0,0.0,0.006,12.1,0,0,Mediocampista Creativo,-0.12,0.04,-0.1
Juan Cruz,es ESP,FW,Leganés,es La Liga,24.0,2257,34,5,4,9,5,0,2.7,4.1,2.7,6.9,59,66,131,2,0,0.199,0.159,0.108,84.2,1,1,Delantero Goleador,6.82,8.11,2.3
Juan Cuadrado,co COL,DF,Atalanta,it Serie A,36.0,832,23,0,2,2,0,0,0.9,2.0,0.9,2.9,41,64,90,3,0,0.0,0.217,0.098,16.7,0,0,Mediocampista Creativo,2.82,2.24,-0.9
Pau Cubarsí,es ESP,DF,Barcelona,es La Liga,17.0,2618,35,0,3,3,0,0,0.8,1.6,0.8,2.5,26,191,6,3,0,0.0,0.103,0.027,18.4,0,1,Delantero Goleador,2.48,2.73,-0.8
Cucho,co COL,FW,Betis,es La Liga,25.0,1139,15,5,1,6,5,0,3.8,1.5,3.8,5.3,27,34,82,0,0,0.394,0.079,0.299,75.8,1,0,Mediocampista Creativo,5.36,5.62,1.2
Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,26.0,2988,36,5,1,6,5,0,2.8,2.1,2.8,4.9,35,118,117,10,1,0.151,0.03,0.084,35.2,1,1,Delantero Goleador,5.01,5.34,2.2
Jorge Cuenca,es ESP,DF,Fulham,eng Premier League,24.0,351,8,0,0,0,0,0,0.0,0.0,0.0,0.0,0,10,0,0,0,0.0,0.0,0.0,12.0,0,0,Mediocampista Creativo,-0.32,0.0,0.0
Matheus Cunha,br BRA,MF,Wolves,eng Premier League,25.0,2597,33,15,6,21,15,0,8.6,7.7,8.6,16.4,112,144,161,4,0,0.519,0.208,0.298,130.7,1,1,Delantero Goleador,17.0,19.9,6.4
Patrick Cutrone,it ITA,FW,Como,it Serie A,26.0,2047,33,7,4,11,7,0,7.1,2.1,6.3,8.4,53,31,155,1,0,0.308,0.176,0.313,110.2,0,1,Delantero Goleador,9.58,10.01,-0.1
Tomáš Čvančara,cz CZE,FW,Gladbach,de Bundesliga,23.0,831,28,2,0,2,2,0,3.8,0.9,3.8,4.7,15,23,50,5,1,0.217,0.0,0.413,49.5,0,0,Mediocampista Creativo,4.73,2.74,-1.8
Danilo D'Ambrosio,it ITA,DF,Monza,it Serie A,35.0,1095,20,0,1,1,0,0,0.5,0.4,0.5,0.9,10,34,16,2,1,0.0,0.082,0.041,14.4,0,0,Mediocampista Creativo,0.67,0.79,-0.5
Lucas Da Cunha,fr FRA,MF,Como,it Serie A,23.0,2613,36,3,2,5,3,0,2.0,3.8,2.0,5.8,63,154,85,4,0,0.103,0.069,0.069,43.2,1,1,Delantero Goleador,5.95,5.53,1.0
Mahmoud Dahoud,de GER,MF,Eint Frankfurt,de Bundesliga,28.0,364,9,1,1,2,1,0,0.5,0.7,0.5,1.2,1,17,6,2,0,0.25,0.25,0.125,27.0,1,0,Mediocampista Creativo,0.91,1.9,0.5
Patson Daka,zm ZAM,FW,Leicester City,eng Premier League,25.0,736,23,1,0,1,1,0,1.3,0.1,1.3,1.3,11,8,36,0,0,0.122,0.0,0.159,35.8,0,0,Mediocampista Creativo,1.21,1.09,-0.3
Ameen Al-Dakhil,be BEL,DF,Stuttgart,de Bundesliga,22.0,432,7,0,0,0,0,0,0.1,0.2,0.1,0.2,1,12,0,0,1,0.0,0.0,0.021,12.1,0,0,Mediocampista Creativo,-0.01,0.06,-0.1
Thijs Dallinga,nl NED,FW,Bologna,it Serie A,23.0,1154,31,3,2,5,3,0,4.3,0.6,4.3,4.9,9,17,84,1,0,0.234,0.156,0.336,65.8,0,0,Mediocampista Creativo,4.94,4.71,-1.3
Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,25.0,2814,33,0,3,3,0,0,2.0,2.0,2.0,4.1,62,103,168,5,0,0.0,0.096,0.064,19.8,0,1,Delantero Goleador,4.12,3.76,-2.0
Mikkel Damsgaard,dk DEN,MF,Brentford,eng Premier League,24.0,2911,38,2,10,12,2,0,2.8,8.4,2.8,11.2,73,234,137,2,0,0.062,0.31,0.087,60.8,0,1,Delantero Goleador,11.41,11.28,-0.8
Flavius Daniliuc,at AUT,DF,Hellas Verona,it Serie A,23.0,1004,18,0,0,0,0,0,0.1,0.1,0.1,0.2,8,38,8,0,0,0.0,0.0,0.009,12.1,0,0,Mediocampista Creativo,-0.04,0.01,-0.1
Danilo,br BRA,MF,Nott'ham Forest,eng Premier League,23.0,275,8,0,0,0,0,0,0.0,0.0,0.0,0.0,2,11,1,0,0,0.0,0.0,0.0,18.0,0,0,Mediocampista Creativo,-0.31,0.0,0.0
Danilo,br BRA,DF,Juventus,it Serie A,33.0,581,12,0,1,1,0,0,0.1,0.4,0.1,0.5,16,45,7,2,0,0.0,0.154,0.015,13.9,0,0,Mediocampista Creativo,0.3,0.69,-0.1
Arnaut Danjuma,nl NED,FW,Villarreal,es La Liga,27.0,200,3,2,0,2,2,0,0.8,0.0,0.8,0.8,4,1,17,1,0,0.909,0.0,0.364,42.0,1,0,Mediocampista Creativo,0.55,1.52,1.2
Arnaut Danjuma,nl NED,FW,Girona,es La Liga,27.0,1335,25,2,0,2,2,0,3.6,1.7,3.6,5.3,91,41,185,2,0,0.135,0.0,0.243,49.0,0,0,Mediocampista Creativo,5.59,3.12,-1.6
Kévin Danois,fr FRA,MF,Auxerre,fr Ligue 1,20.0,1460,22,0,0,0,0,0,1.5,2.2,1.5,3.7,19,95,50,1,0,0.0,0.0,0.093,20.7,0,0,Mediocampista Creativo,3.62,1.77,-1.5
Kevin Danso,at AUT,DF,Tottenham,eng Premier League,25.0,842,10,0,0,0,0,0,0.4,0.1,0.4,0.5,11,19,1,0,0,0.0,0.0,0.043,12.5,0,0,Mediocampista Creativo,0.26,0.2,-0.4
Kevin Danso,at AUT,DF,Lens,fr Ligue 1,25.0,1080,12,0,0,0,0,0,0.5,1.0,0.5,1.5,9,52,1,3,0,0.0,0.0,0.042,12.6,0,0,Mediocampista Creativo,1.28,0.68,-0.5
Dante,br BRA,DF,Nice,fr Ligue 1,40.0,1964,25,0,0,0,0,0,0.5,0.2,0.5,0.6,18,96,8,5,1,0.0,0.0,0.023,12.6,0,1,Delantero Goleador,0.62,0.32,-0.5
Bence Dárdai,hu HUN,MF,Wolfsburg,de Bundesliga,18.0,1304,21,1,1,2,1,0,1.0,1.0,1.0,2.1,5,39,24,0,0,0.069,0.069,0.069,27.9,0,0,Mediocampista Creativo,1.77,2.09,0.0
Sergi Darder,es ESP,MF,Mallorca,es La Liga,30.0,2744,38,2,6,8,2,0,2.1,3.7,2.1,5.8,37,142,83,4,0,0.066,0.197,0.069,48.8,0,1,Delantero Goleador,5.84,7.11,-0.1
Matteo Darmian,it ITA,DF,Inter,it Serie A,34.0,1781,29,3,2,5,3,0,1.9,1.5,1.9,3.5,14,45,102,3,0,0.152,0.101,0.096,28.7,1,1,Delantero Goleador,3.26,4.48,1.1
Lukas Daschner,de GER,MF,Bochum,de Bundesliga,25.0,412,14,1,1,2,1,0,2.7,0.7,1.9,2.6,8,11,19,0,0,0.217,0.217,0.587,31.0,0,0,Mediocampista Creativo,3.3,2.15,-1.7
Juan David Cabal,co COL,DF,Juventus,it Serie A,23.0,460,7,0,0,0,0,0,0.1,0.0,0.1,0.2,14,17,19,0,0,0.0,0.0,0.02,12.1,0,0,Mediocampista Creativo,-0.15,0.0,-0.1
Jonathan David,ca CAN,FW,Lille,fr Ligue 1,24.0,2554,32,16,5,21,10,6,16.2,4.4,10.7,15.1,40,65,184,4,0,0.563,0.176,0.57,200.0,0,1,Delantero Goleador,21.64,21.15,-0.2
Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,23.0,1560,19,1,2,3,1,0,1.2,1.6,1.2,2.8,81,120,140,0,0,0.058,0.116,0.069,20.6,0,1,Delantero Goleador,3.01,2.86,-0.2
Ben Davies,wls WAL,DF,Tottenham,eng Premier League,31.0,1331,17,0,0,0,0,0,0.3,0.2,0.3,0.5,14,52,6,5,0,0.0,0.0,0.02,12.4,0,0,Mediocampista Creativo,0.31,0.06,-0.3
Keinan Davis,eng ENG,FW,Udinese,it Serie A,26.0,1066,23,2,1,3,2,0,2.9,2.1,2.9,5.0,26,22,77,2,0,0.169,0.085,0.246,51.0,0,0,Mediocampista Creativo,4.94,3.31,-0.9
Leif Davis,eng ENG,DF,Ipswich Town,eng Premier League,24.0,2743,33,1,2,3,1,0,1.0,4.9,1.0,5.8,52,59,137,5,1,0.033,0.066,0.033,20.4,0,1,Delantero Goleador,5.69,4.77,0.0
Zuriko Davitashvili,ge GEO,FW,Saint-Étienne,fr Ligue 1,23.0,2778,33,9,8,17,7,2,8.1,4.7,6.6,11.3,95,73,224,3,0,0.291,0.259,0.262,142.7,1,1,Delantero Goleador,13.38,15.03,0.9
Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,29.0,1845,26,0,0,0,0,0,0.3,0.0,0.3,0.3,10,39,3,7,1,0.0,0.0,0.015,12.4,0,0,Mediocampista Creativo,0.07,0.09,-0.3
Craig Dawson,eng ENG,DF,Wolves,eng Premier League,34.0,971,15,0,0,0,0,0,0.5,0.0,0.5,0.5,6,20,5,2,0,0.0,0.0,0.046,12.6,0,0,Mediocampista Creativo,0.25,0.08,-0.5
Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,33.0,1702,28,4,7,11,4,0,5.1,8.0,5.1,13.1,51,157,150,2,0,0.212,0.37,0.27,67.7,0,1,Delantero Goleador,13.31,11.89,-1.1
Bobby De Cordova-Reid,jm JAM,FW,Leicester City,eng Premier League,31.0,744,23,1,2,3,1,0,0.8,1.2,0.8,2.0,14,15,48,2,0,0.12,0.241,0.096,42.0,1,0,Mediocampista Creativo,1.75,2.62,0.2
Charles De Ketelaere,be BEL,MF,Atalanta,it Serie A,23.0,2070,36,7,7,14,7,0,7.3,6.0,7.3,13.2,108,140,211,1,0,0.304,0.304,0.317,87.8,0,1,Delantero Goleador,13.95,13.41,-0.3
Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,30.0,2106,34,3,5,8,3,0,1.3,5.6,1.3,6.9,85,231,64,7,0,0.128,0.214,0.056,50.0,1,1,Delantero Goleador,7.16,8.16,1.7
