Player,Nation,Pos,Squad,Comp,Age,Min,MP,Gls,Ast,G+A,G-PK,PK,xG,xAG,npxG,npxG+xAG,PrgC,PrgP,PrgR,CrdY,CrdR,Gls/90,Ast/90,xG/90,market_value_eur_M,over_xG,cluster,cluster_label,GA_pred_lr,GA_pred_rf,xG_diff
Antoine Mendy,sn SEN,DF,Nice,fr Ligue 1,20.0,825,18,0,0,0,0,0,0.6,0.1,0.6,0.7,12,35,15,2,0,0.0,0.0,0.065,12.7,0,0,Mediocampista Creativo,0.51,0.12,-0.6
Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,29.0,1005,14,0,1,1,0,0,0.0,0.5,0.0,0.5,12,36,40,1,1,0.0,0.089,0.0,13.8,0,0,Mediocampista Creativo,0.24,0.75,0.0
Nampalys Mendy,sn SEN,MF,Lens,fr Ligue 1,32.0,588,10,0,1,1,0,0,0.2,0.1,0.2,0.3,2,28,3,2,0,0.0,0.154,0.031,21.1,0,0,Mediocampista Creativo,0.03,0.66,-0.2
Nobel Mendy,fr FRA,DF,Betis,es La Liga,19.0,108,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,1,0,0.0,0.0,0.0,12.0,0,0,Mediocampista Creativo,-0.33,0.0,0.0
Gideon Mensah,gh GHA,DF,Auxerre,fr Ligue 1,26.0,2280,29,0,1,1,0,0,0.2,2.6,0.2,2.8,52,93,101,2,0,0.0,0.04,0.008,14.0,0,1,Delantero Goleador,2.7,1.64,-0.2
Mikel Merino,es ESP,MF,Arsenal,eng Premier League,28.0,1586,28,7,2,9,7,0,5.9,2.0,5.9,7.9,11,69,94,4,1,0.398,0.114,0.335,71.8,1,1,Delantero Goleador,8.11,8.6,1.1
Quentin Merlin,fr FRA,DF,Marseille,fr Ligue 1,22.0,1589,27,1,3,4,1,0,2.1,3.0,2.1,5.0,40,86,169,1,0,0.056,0.169,0.119,23.5,0,1,Delantero Goleador,5.1,4.31,-1.1
Víctor Meseguer,es ESP,MF,Valladolid,es La Liga,25.0,418,14,0,0,0,0,0,0.7,0.0,0.7,0.7,2,22,22,1,0,0.0,0.0,0.152,19.3,0,0,Mediocampista Creativo,0.47,0.3,-0.7
Rafik Messali,fr FRA,DF,Toulouse,fr Ligue 1,21.0,456,13,0,1,1,0,0,0.3,1.0,0.3,1.3,13,21,29,0,0,0.0,0.196,0.059,14.2,0,0,Mediocampista Creativo,1.03,0.92,-0.3
Junior Messias,br BRA,MF,Genoa,it Serie A,33.0,847,17,1,1,2,1,0,2.4,0.7,1.4,2.1,32,32,49,1,0,0.106,0.106,0.255,30.4,0,0,Mediocampista Creativo,3.1,2.08,-1.4
Connor Metcalfe,au AUS,MF,St. Pauli,de Bundesliga,24.0,358,10,0,0,0,0,0,0.7,0.2,0.7,0.9,6,8,11,2,1,0.0,0.0,0.175,19.3,0,0,Mediocampista Creativo,0.65,0.27,-0.7
Karol Mets,ee EST,DF,St. Pauli,de Bundesliga,31.0,900,10,0,0,0,0,0,0.1,0.2,0.1,0.3,5,54,2,1,0,0.0,0.0,0.01,12.1,0,0,Mediocampista Creativo,0.07,0.08,-0.1
Thomas Meunier,be BEL,DF,Lille,fr Ligue 1,32.0,1928,30,2,0,2,2,0,1.9,0.7,1.9,2.5,64,136,148,5,0,0.093,0.0,0.089,21.5,1,1,Delantero Goleador,2.86,2.38,0.1
Lucas Michal,fr FRA,FW,Monaco,fr Ligue 1,19.0,117,8,0,0,0,0,0,0.2,0.9,0.2,1.1,4,4,11,0,0,0.0,0.0,0.154,25.5,0,0,Mediocampista Creativo,0.77,0.24,-0.2
Miguel,es ESP,FW,Leganés,es La Liga,24.0,1724,34,1,3,4,0,1,4.9,1.4,3.3,4.8,14,16,90,3,0,0.052,0.156,0.255,56.0,0,0,Mediocampista Creativo,6.36,4.8,-3.9
Valentin Mihaila,ro ROU,FW,Parma,it Serie A,24.0,1288,21,0,3,3,0,0,2.4,1.2,2.4,3.6,25,41,72,2,0,0.0,0.21,0.168,42.2,0,0,Mediocampista Creativo,3.56,3.16,-2.4
Georges Mikautadze,ge GEO,FW,Lyon,fr Ligue 1,23.0,1449,34,11,6,17,8,3,10.3,4.3,7.0,11.4,37,54,140,2,0,0.683,0.373,0.64,155.8,1,1,Delantero Goleador,15.15,16.38,0.7
Nikola Milenković,rs SRB,DF,Nott'ham Forest,eng Premier League,26.0,3330,37,5,2,7,5,0,4.0,1.1,4.0,5.1,3,51,6,4,0,0.135,0.054,0.108,38.4,1,1,Delantero Goleador,5.09,6.02,1.0
Lewis Miley,eng ENG,MF,Newcastle Utd,eng Premier League,18.0,313,14,1,0,1,1,0,0.5,0.0,0.5,0.6,2,17,8,0,0,0.286,0.0,0.143,24.3,1,0,Mediocampista Creativo,0.24,0.66,0.5
Éder Militão,br BRA,DF,Real Madrid,es La Liga,26.0,938,12,1,1,2,1,0,0.6,0.5,0.6,1.1,7,46,1,2,0,0.096,0.096,0.058,18.1,1,0,Mediocampista Creativo,0.89,1.58,0.4
Luis Milla,es ESP,MF,Getafe,es La Liga,29.0,2875,33,1,4,5,0,1,1.8,3.9,1.0,4.9,32,152,30,6,0,0.031,0.125,0.056,37.4,0,1,Delantero Goleador,5.71,5.02,-0.8
Pere Milla,es ESP,MF,Espanyol,es La Liga,31.0,456,20,3,0,3,3,0,1.5,0.3,1.5,1.8,9,13,27,3,0,0.588,0.0,0.294,36.9,1,0,Mediocampista Creativo,1.63,2.59,1.5
Enzo Millot,fr FRA,MF,Stuttgart,de Bundesliga,22.0,1843,29,6,5,11,6,0,7.6,3.1,6.7,9.8,44,118,123,9,0,0.293,0.244,0.371,77.6,0,1,Delantero Goleador,11.22,11.96,-1.6
James Milner,eng ENG,MF,Brighton,eng Premier League,38.0,170,4,0,0,0,0,0,0.2,0.2,0.2,0.4,1,10,10,1,0,0.0,0.0,0.105,18.4,0,0,Mediocampista Creativo,0.1,0.16,-0.2
Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,27.0,2283,27,2,0,2,2,0,1.6,0.3,1.6,1.9,16,181,5,2,0,0.079,0.0,0.063,21.1,1,1,Delantero Goleador,2.06,2.21,0.4
Yerry Mina,co COL,DF,Cagliari,it Serie A,29.0,2569,31,1,0,1,1,0,2.3,0.3,2.3,2.6,17,76,9,6,1,0.035,0.0,0.081,18.4,0,1,Delantero Goleador,2.6,1.84,-1.3
Takumi Minamino,jp JPN,MF,Monaco,fr Ligue 1,29.0,2231,31,6,3,9,6,0,8.9,6.6,8.9,15.5,51,114,193,4,0,0.242,0.121,0.359,74.5,0,1,Delantero Goleador,15.98,12.42,-2.9
Lucas Mincarelli,fr FRA,DF,Montpellier,fr Ligue 1,20.0,715,10,1,0,1,1,0,0.6,0.3,0.6,0.9,15,25,16,0,0,0.127,0.0,0.076,16.3,1,0,Mediocampista Creativo,0.7,0.76,0.4
Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,31.0,1120,14,0,0,0,0,0,0.8,0.2,0.8,1.0,7,40,1,1,0,0.0,0.0,0.065,13.0,0,0,Mediocampista Creativo,0.81,0.35,-0.8
Óscar Mingueza,es ESP,MF,Celta Vigo,es La Liga,25.0,2729,34,4,6,10,4,0,1.5,5.6,1.5,7.1,69,200,194,6,1,0.132,0.198,0.05,58.5,1,1,Delantero Goleador,7.24,9.44,2.5
Yankuba Minteh,gm GAM,FW,Brighton,eng Premier League,20.0,1838,32,6,4,10,6,0,4.1,5.0,4.1,9.1,90,48,201,6,0,0.294,0.196,0.201,95.2,1,1,Delantero Goleador,9.29,9.68,1.9
Bojan Miovski,mk MKD,FW,Girona,es La Liga,25.0,869,17,2,1,3,2,0,2.7,0.2,2.7,2.9,4,4,33,0,0,0.206,0.103,0.278,50.5,0,0,Mediocampista Creativo,2.79,2.6,-0.7
Rafa Mir,es ESP,FW,Valencia,es La Liga,27.0,753,20,1,2,3,1,0,3.0,0.7,3.0,3.8,10,20,28,4,0,0.119,0.238,0.357,47.5,0,0,Mediocampista Creativo,3.65,3.09,-2.0
Juan Miranda,es ESP,DF,Bologna,it Serie A,24.0,2277,31,0,6,6,0,0,0.7,6.1,0.7,6.8,34,163,88,4,1,0.0,0.237,0.028,23.6,0,1,Delantero Goleador,6.66,6.22,-0.7
Fabio Miretti,it ITA,MF,Genoa,it Serie A,20.0,1677,25,3,3,6,3,0,3.1,2.0,3.1,5.1,33,54,100,2,0,0.161,0.161,0.167,47.9,0,1,Delantero Goleador,5.13,5.7,-0.1
Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,24.0,3092,37,0,5,5,0,0,1.3,6.4,1.3,7.7,63,70,171,2,0,0.0,0.145,0.038,22.6,0,1,Delantero Goleador,7.51,6.31,-1.3
Kaoru Mitoma,jp JPN,FW,Brighton,eng Premier League,27.0,2603,36,10,4,14,10,0,9.2,4.6,9.2,13.8,146,89,291,1,0,0.346,0.138,0.318,138.0,1,1,Delantero Goleador,14.7,14.73,0.8
Maximilian Mittelstädt,de GER,DF,Stuttgart,de Bundesliga,27.0,2469,31,1,7,8,1,0,0.9,4.7,0.9,5.6,62,182,155,5,0,0.036,0.255,0.033,29.3,1,1,Delantero Goleador,5.68,7.16,0.1
Koji Miyoshi,jp JPN,FW,Bochum,de Bundesliga,27.0,464,15,1,0,1,1,0,1.1,0.8,1.1,1.9,11,15,23,0,1,0.192,0.0,0.212,35.2,0,0,Mediocampista Creativo,1.69,1.14,-0.1
Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,35.0,2328,31,1,4,5,1,0,1.5,2.7,1.5,4.2,72,199,93,4,0,0.039,0.154,0.058,36.9,0,1,Delantero Goleador,4.49,4.89,-0.5
Rui Modesto,ao ANG,DF,Udinese,it Serie A,24.0,608,20,0,1,1,0,0,0.5,0.8,0.5,1.3,16,22,43,1,0,0.0,0.147,0.074,14.4,0,0,Mediocampista Creativo,1.07,0.84,-0.5
Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,38.0,1827,35,2,6,8,2,0,1.6,7.0,1.6,8.5,62,208,63,7,0,0.099,0.296,0.079,47.9,1,1,Delantero Goleador,8.7,8.18,0.4
Max Moerstedt,de GER,FW,Hoffenheim,de Bundesliga,25.0,451,12,0,0,0,0,0,0.8,0.6,0.8,1.3,6,10,36,2,0,0.0,0.0,0.16,27.0,0,0,Mediocampista Creativo,1.14,0.94,-0.8
Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,26.0,1252,30,5,0,5,5,0,5.5,0.4,5.5,5.9,11,20,50,3,0,0.36,0.0,0.396,76.2,0,0,Mediocampista Creativo,6.06,5.43,-0.5
Johan Mojica,co COL,DF,Mallorca,es La Liga,31.0,2755,36,1,2,3,1,0,0.9,4.1,0.9,5.0,66,130,142,5,0,0.033,0.065,0.029,20.3,1,1,Delantero Goleador,5.01,3.91,0.1
Alberto Moleiro,es ESP,FW,Las Palmas,es La Liga,20.0,2714,35,6,1,7,6,0,5.6,3.3,5.6,8.9,97,116,179,5,0,0.199,0.033,0.185,87.8,1,1,Delantero Goleador,9.43,7.74,0.4
Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,26.0,1590,30,0,3,3,0,0,0.8,1.5,0.8,2.3,35,61,96,1,0,0.0,0.169,0.045,18.4,0,1,Delantero Goleador,2.19,2.64,-0.8
Florent Mollet,fr FRA,MF,Nantes,fr Ligue 1,32.0,242,9,0,0,0,0,0,0.3,0.3,0.3,0.7,3,9,12,1,0,0.0,0.0,0.111,18.5,0,0,Mediocampista Creativo,0.3,0.1,-0.3
Jon Moncayola,es ESP,MF,Osasuna,es La Liga,26.0,2099,32,0,0,0,0,0,1.6,3.7,1.6,5.3,25,107,51,8,0,0.0,0.0,0.069,20.9,0,1,Delantero Goleador,5.2,2.07,-1.6
Jeremy Monga,,FW,Leicester City,eng Premier League,25.0,112,7,0,0,0,0,0,0.2,0.0,0.2,0.2,6,3,10,0,0,0.0,0.0,0.167,25.5,0,0,Mediocampista Creativo,-0.09,0.28,-0.2
Gonzalo Montiel,ar ARG,DF,Sevilla,es La Liga,27.0,113,6,0,0,0,0,0,0.0,0.0,0.0,0.0,3,2,3,1,0,0.0,0.0,0.0,12.0,0,0,Mediocampista Creativo,-0.32,0.01,0.0
Mikey Moore,eng ENG,FW,Tottenham,eng Premier League,16.0,366,10,0,1,1,0,0,0.2,0.3,0.2,0.5,12,9,40,0,0,0.0,0.244,0.049,29.2,0,0,Mediocampista Creativo,0.23,0.7,-0.2
Álvaro Morata,es ESP,FW,Milan,it Serie A,31.0,1099,16,5,0,5,5,0,3.9,0.8,3.9,4.7,18,26,63,5,0,0.41,0.0,0.32,72.2,1,0,Mediocampista Creativo,4.75,4.7,1.1
Morato,br BRA,DF,Nott'ham Forest,eng Premier League,23.0,907,26,0,0,0,0,0,0.2,0.0,0.2,0.2,1,19,1,5,0,0.0,0.0,0.02,12.2,0,0,Mediocampista Creativo,-0.09,0.04,-0.2
Diego Moreira,pt POR,DF,Strasbourg,fr Ligue 1,19.0,2568,32,2,7,9,2,0,2.0,7.3,2.0,9.3,99,87,245,4,1,0.07,0.246,0.07,34.2,0,1,Delantero Goleador,9.31,8.77,0.0
Alberto Moreno,es ESP,DF,Como,it Serie A,32.0,1727,24,0,0,0,0,0,0.4,1.2,0.4,1.6,23,81,58,4,0,0.0,0.0,0.021,12.5,0,0,Mediocampista Creativo,1.46,0.48,-0.4
Álex Moreno,es ESP,DF,Nott'ham Forest,eng Premier League,31.0,955,15,0,1,1,0,0,0.2,1.3,0.2,1.4,26,34,34,2,0,0.0,0.094,0.019,14.0,0,0,Mediocampista Creativo,1.27,1.02,-0.2
Gerard Moreno,es ESP,FW,Villarreal,es La Liga,32.0,721,17,3,2,5,0,3,4.2,3.6,1.8,5.5,19,53,60,0,0,0.375,0.25,0.525,65.5,0,0,Mediocampista Creativo,7.82,5.68,-1.2
Matias Moreno,ar ARG,DF,Fiorentina,it Serie A,20.0,144,4,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,1,0,0,0.0,0.0,0.0,12.0,0,0,Mediocampista Creativo,-0.32,0.03,0.0
Tete Morente,es ESP,FW,Lecce,it Serie A,27.0,2021,31,3,2,5,3,0,2.9,1.6,2.9,4.5,48,102,144,5,0,0.133,0.089,0.129,62.2,1,1,Delantero Goleador,4.68,4.88,0.1
Mateu Morey,es ESP,DF,Mallorca,es La Liga,24.0,741,16,0,0,0,0,0,0.4,0.3,0.4,0.7,17,17,32,1,0,0.0,0.0,0.049,12.5,0,0,Mediocampista Creativo,0.47,0.03,-0.4
Ilaix Moriba,gn GUI,MF,Celta Vigo,es La Liga,21.0,2132,33,1,1,2,1,0,1.7,1.5,1.7,3.2,34,119,64,9,1,0.042,0.042,0.072,29.2,0,1,Delantero Goleador,3.26,2.04,-0.7
Manu Morlanes,es ESP,MF,Mallorca,es La Liga,25.0,1338,23,0,0,0,0,0,0.6,0.3,0.6,0.9,16,88,39,7,0,0.0,0.0,0.04,19.1,0,0,Mediocampista Creativo,0.81,0.44,-0.6
Nikola Moro,hr CRO,MF,Bologna,it Serie A,26.0,1208,22,0,2,2,0,0,0.5,0.8,0.5,1.3,17,93,21,1,0,0.0,0.149,0.037,24.3,0,0,Mediocampista Creativo,1.2,1.64,-0.5
Raúl Moro,es ESP,MF,Valladolid,es La Liga,21.0,2341,33,4,5,9,4,0,4.1,5.7,4.1,9.8,112,81,190,2,0,0.154,0.192,0.158,60.5,0,1,Delantero Goleador,10.09,9.52,-0.1
Sam Morsy,eg EGY,MF,Ipswich Town,eng Premier League,32.0,2751,33,1,1,2,1,0,0.4,1.2,0.4,1.6,22,120,13,10,0,0.033,0.033,0.013,26.8,1,1,Delantero Goleador,1.51,1.74,0.6
Cristhian Mosquera,es ESP,DF,Valencia,es La Liga,20.0,3319,37,1,0,1,1,0,0.4,0.0,0.4,0.4,35,123,6,6,0,0.027,0.0,0.011,16.1,1,1,Delantero Goleador,0.41,0.85,0.6
Daniel Mosquera,co COL,FW,Hellas Verona,it Serie A,24.0,1375,35,5,1,6,5,0,6.6,1.3,6.6,7.9,17,25,83,4,0,0.327,0.065,0.431,82.8,0,0,Mediocampista Creativo,8.14,6.52,-1.6
Yerson Mosquera,co COL,DF,Wolves,eng Premier League,23.0,441,5,0,0,0,0,0,0.3,0.1,0.3,0.4,0,7,0,2,0,0.0,0.0,0.061,12.4,0,0,Mediocampista Creativo,0.09,0.14,-0.3
Dany Mota,pt POR,FW,Monza,it Serie A,26.0,2104,31,5,2,7,5,0,5.1,1.8,5.1,6.9,53,47,139,3,0,0.214,0.085,0.218,82.7,0,1,Delantero Goleador,7.16,7.29,-0.1
Yael Mouanga,fr FRA,DF,Montpellier,fr Ligue 1,19.0,946,14,0,0,0,0,0,0.1,0.2,0.1,0.3,4,22,2,3,0,0.0,0.0,0.01,12.1,0,0,Mediocampista Creativo,0.01,0.07,-0.1
Aimen Moueffek,fr FRA,MF,Saint-Étienne,fr Ligue 1,23.0,1039,22,0,1,1,0,0,1.1,1.1,1.1,2.2,20,43,31,2,0,0.0,0.087,0.096,22.7,0,0,Mediocampista Creativo,2.05,1.45,-1.1
Youssoufa Moukoko,de GER,FW,Nice,fr Ligue 1,19.0,204,11,2,1,3,2,0,2.2,0.8,2.2,3.0,2,6,12,0,0,0.87,0.435,0.957,49.2,0,0,Mediocampista Creativo,2.83,2.88,-0.2
Steve Mounié,bj BEN,FW,Augsburg,de Bundesliga,29.0,347,16,1,0,1,1,0,3.2,0.0,3.2,3.2,8,11,27,2,0,0.256,0.0,0.821,40.5,0,0,Mediocampista Creativo,3.18,1.72,-2.2
Mason Mount,eng ENG,MF,Manchester Utd,eng Premier League,25.0,622,17,1,0,1,1,0,3.2,0.6,3.2,3.8,15,33,41,3,0,0.145,0.0,0.464,29.2,0,0,Mediocampista Creativo,3.81,1.82,-2.2
Santiago Mouriño,uy URU,DF,Alavés,es La Liga,22.0,1849,25,0,1,1,0,0,0.9,0.9,0.9,1.8,14,46,1,7,0,0.0,0.049,0.044,14.9,0,0,Mediocampista Creativo,1.61,1.16,-0.9
Louis Mouton,fr FRA,MF,Saint-Étienne,fr Ligue 1,22.0,1045,24,0,1,1,0,0,1.3,1.3,1.3,2.6,18,54,51,2,0,0.0,0.086,0.112,23.0,0,0,Mediocampista Creativo,2.47,1.36,-1.3
Mykhailo Mudryk,ua UKR,FW,Chelsea,eng Premier League,23.0,151,7,0,0,0,0,0,0.3,1.0,0.3,1.2,7,5,12,0,0,0.0,0.0,0.176,25.8,0,0,Mediocampista Creativo,0.98,0.52,-0.3
Ngal'Ayel Mukau,cd COD,MF,Lille,fr Ligue 1,19.0,1190,22,0,1,1,0,0,0.8,0.7,0.8,1.5,19,57,43,4,0,0.0,0.076,0.061,22.1,0,0,Mediocampista Creativo,1.36,1.1,-0.8
Nordi Mukiele,fr FRA,DF,Leverkusen,de Bundesliga,26.0,899,15,1,0,1,1,0,1.4,1.0,1.4,2.4,20,36,28,4,0,0.1,0.0,0.14,17.3,0,0,Mediocampista Creativo,2.27,1.88,-0.4
Thomas Müller,de GER,MF,Bayern Munich,de Bundesliga,34.0,1225,30,1,4,5,1,0,3.8,2.9,3.8,6.7,24,50,143,3,0,0.074,0.294,0.279,41.0,0,0,Mediocampista Creativo,6.72,5.96,-2.8
Abdul Mumin,gh GHA,DF,Rayo Vallecano,es La Liga,26.0,2017,24,2,1,3,2,0,0.6,0.2,0.6,0.8,12,40,6,6,1,0.089,0.045,0.027,21.7,1,1,Delantero Goleador,0.59,2.1,1.4
Marshall Munetsi,zw ZIM,MF,Wolves,eng Premier League,28.0,1078,14,2,1,3,2,0,3.3,1.8,3.3,5.1,9,10,35,0,0,0.167,0.083,0.275,37.4,0,0,Mediocampista Creativo,4.99,3.66,-1.3
Marshall Munetsi,zw ZIM,MF,Reims,fr Ligue 1,28.0,1692,19,4,2,6,4,0,4.0,2.0,4.0,5.9,8,26,48,5,0,0.213,0.106,0.213,52.2,0,1,Delantero Goleador,5.96,6.47,0.0
Rodrigo Muniz,br BRA,FW,Fulham,eng Premier League,23.0,964,31,8,1,9,8,0,5.8,0.7,5.8,6.5,6,27,31,1,0,0.748,0.093,0.542,103.2,1,0,Mediocampista Creativo,6.67,7.74,2.2
Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,26.0,1098,21,0,0,0,0,0,0.2,0.3,0.2,0.4,26,38,28,5,0,0.0,0.0,0.016,12.2,0,0,Mediocampista Creativo,0.32,0.02,-0.2
Álex Muñoz,es ESP,DF,Las Palmas,es La Liga,30.0,1415,21,3,0,3,3,0,0.9,0.5,0.9,1.4,15,45,53,3,0,0.191,0.0,0.057,23.9,1,0,Mediocampista Creativo,1.24,2.25,2.1
Daniel Muñoz,co COL,DF,Crystal Palace,eng Premier League,28.0,3228,37,4,5,9,4,0,4.9,5.5,4.9,10.5,62,97,206,10,0,0.111,0.139,0.136,41.3,0,1,Delantero Goleador,10.59,10.5,-0.9
Iker Muñoz,es ESP,MF,Osasuna,es La Liga,21.0,610,23,0,1,1,0,0,0.5,1.0,0.5,1.4,6,24,10,2,0,0.0,0.147,0.074,21.6,0,0,Mediocampista Creativo,1.22,1.13,-0.5
Javier Muñoz,es ESP,MF,Las Palmas,es La Liga,29.0,2588,35,1,3,4,1,0,1.3,2.5,1.3,3.7,36,108,91,5,0,0.035,0.104,0.045,33.8,0,1,Delantero Goleador,3.76,4.06,-0.3
Murillo,br BRA,DF,Nott'ham Forest,eng Premier League,22.0,3188,36,2,0,2,2,0,1.4,1.2,1.4,2.6,22,115,5,6,0,0.056,0.0,0.04,20.9,1,1,Delantero Goleador,2.57,2.13,0.6
Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,30.0,2058,29,7,2,9,5,2,9.7,2.2,7.3,9.5,23,30,103,1,2,0.306,0.087,0.424,109.2,0,1,Delantero Goleador,12.38,10.89,-2.7
Jacob Murphy,eng ENG,FW,Newcastle Utd,eng Premier League,29.0,2360,35,8,12,20,8,0,5.7,8.9,5.7,14.6,79,83,231,4,0,0.305,0.458,0.218,144.2,1,1,Delantero Goleador,14.76,17.89,2.3
Yunus Musah,us USA,MF,Milan,it Serie A,21.0,1571,29,0,2,2,0,0,1.9,1.8,1.9,3.8,51,84,74,5,0,0.0,0.114,0.109,26.8,0,1,Delantero Goleador,3.77,2.16,-1.9
Jamal Musiala,de GER,MF,Bayern Munich,de Bundesliga,21.0,1798,25,12,2,14,12,0,9.3,4.5,9.3,13.8,71,107,156,3,0,0.6,0.1,0.465,104.9,1,1,Delantero Goleador,14.48,14.59,2.7
Florent Muslija,xk KVX,FW,Freiburg,de Bundesliga,26.0,168,9,0,0,0,0,0,0.3,0.3,0.3,0.6,5,7,14,0,0,0.0,0.0,0.158,25.8,0,0,Mediocampista Creativo,0.31,0.19,-0.3
Almoatasem Al Musrati,ly LBY,MF,Monaco,fr Ligue 1,28.0,386,10,1,1,2,1,0,0.5,0.4,0.5,0.9,2,41,5,0,0,0.233,0.233,0.116,27.0,1,0,Mediocampista Creativo,0.67,1.35,0.5
Kingstone Mutandwa,zm ZAM,FW,Cagliari,it Serie A,21.0,127,6,0,0,0,0,0,0.4,0.0,0.4,0.4,1,0,7,0,0,0.0,0.0,0.286,26.0,0,0,Mediocampista Creativo,0.1,0.05,-0.4
Junior Mwanga,fr FRA,MF,Le Havre,fr Ligue 1,21.0,952,11,1,2,3,1,0,1.3,1.0,1.3,2.3,15,42,15,1,1,0.094,0.189,0.123,31.1,0,0,Mediocampista Creativo,2.15,2.55,-0.3
Junior Mwanga,fr FRA,MF,Strasbourg,fr Ligue 1,21.0,296,8,0,0,0,0,0,0.0,0.0,0.0,0.0,2,10,2,0,0,0.0,0.0,0.0,18.0,0,0,Mediocampista Creativo,-0.31,0.0,0.0
Phillipp Mwene,at AUT,DF,Mainz 05,de Bundesliga,30.0,2607,32,1,4,5,1,0,1.5,1.9,1.5,3.4,62,106,144,7,0,0.034,0.138,0.052,24.6,0,1,Delantero Goleador,3.5,3.88,-0.5
Vitaliy Mykolenko,ua UKR,DF,Everton,eng Premier League,25.0,3082,35,1,2,3,1,0,0.5,2.6,0.5,3.1,33,110,99,4,0,0.029,0.058,0.015,19.8,1,1,Delantero Goleador,2.97,2.89,0.5
Joakim Mæhle,dk DEN,DF,Wolfsburg,de Bundesliga,27.0,2188,28,3,4,7,3,0,2.0,2.2,2.0,4.3,59,88,117,6,0,0.123,0.165,0.082,32.4,1,1,Delantero Goleador,4.29,5.9,1.0
Obite N'Dicka,ci CIV,DF,Roma,it Serie A,24.0,3420,38,0,1,1,0,0,1.0,0.7,1.0,1.8,29,107,5,2,0,0.0,0.026,0.026,15.0,0,1,Delantero Goleador,1.67,1.06,-1.0
Konan N'dri,ci CIV,FW,Lecce,it Serie A,23.0,306,11,0,0,0,0,0,0.5,0.2,0.5,0.7,16,2,22,0,0,0.0,0.0,0.147,26.2,0,0,Mediocampista Creativo,0.46,0.11,-0.5
Nathan N'Goumou,cm CMR,FW,Gladbach,de Bundesliga,24.0,828,19,2,1,3,2,0,1.9,1.3,1.9,3.2,30,16,85,0,0,0.217,0.109,0.207,48.5,1,0,Mediocampista Creativo,3.1,2.95,0.1
Djylian N'Guessan,fr FRA,FW,Saint-Étienne,fr Ligue 1,15.0,181,8,0,0,0,0,0,0.4,0.1,0.4,0.5,1,9,16,0,0,0.0,0.0,0.2,26.0,0,0,Mediocampista Creativo,0.21,0.09,-0.4
Stanley N'Soki,fr FRA,DF,Hoffenheim,de Bundesliga,25.0,1308,22,0,0,0,0,0,0.1,0.4,0.1,0.5,10,52,6,3,1,0.0,0.0,0.007,12.1,0,0,Mediocampista Creativo,0.27,0.11,-0.1
Mickael Nade,fr FRA,DF,Saint-Étienne,fr Ligue 1,25.0,2306,26,1,2,3,1,0,0.7,0.6,0.7,1.3,17,72,2,1,0,0.039,0.078,0.027,20.0,1,1,Delantero Goleador,1.16,2.57,0.3
Bilal Nadir,ma MAR,MF,Marseille,fr Ligue 1,20.0,383,15,1,0,1,1,0,0.6,0.4,0.6,1.0,18,18,25,2,0,0.233,0.0,0.14,24.5,1,0,Mediocampista Creativo,0.8,0.84,0.4
Mahamadou Nagida,cm CMR,DF,Rennes,fr Ligue 1,19.0,430,12,2,0,2,2,0,1.5,0.3,1.5,1.8,22,15,55,1,0,0.417,0.0,0.312,21.0,1,0,Mediocampista Creativo,1.68,1.83,0.5
Keito Nakamura,jp JPN,FW,Reims,fr Ligue 1,24.0,2649,32,11,2,13,11,0,9.1,2.9,9.1,12.1,90,82,197,5,0,0.374,0.068,0.31,137.8,1,1,Delantero Goleador,12.74,13.59,1.9
Sebastian Nanasi,se SWE,MF,Strasbourg,fr Ligue 1,22.0,2107,31,6,4,10,6,0,6.5,4.9,6.5,11.4,53,126,127,1,0,0.256,0.171,0.278,72.9,0,1,Delantero Goleador,11.8,11.31,-0.5
Yael Nandjou,fr FRA,DF,Nice,fr Ligue 1,19.0,154,3,0,0,0,0,0,0.2,0.7,0.2,1.0,2,3,9,0,0,0.0,0.0,0.118,12.2,0,0,Mediocampista Creativo,0.56,0.3,-0.2
Matija Nastasić,rs SRB,DF,Leganés,es La Liga,31.0,2110,26,1,0,1,1,0,0.1,0.1,0.1,0.2,1,59,0,3,0,0.043,0.0,0.004,15.7,1,1,Delantero Goleador,-0.05,0.86,0.9
Natan,br BRA,DF,Betis,es La Liga,23.0,2175,31,1,1,2,1,0,0.3,0.6,0.3,1.0,12,52,6,5,1,0.041,0.041,0.012,17.8,1,1,Delantero Goleador,0.67,1.51,0.7
